Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
25.11.2024;26.11.2024;103.100,50;35.973,25;69.447,75;764.856,25;62.641,00;3.116,50;-;162.903,00;75.171,50;171.610,25;24.676,50;30.508,75
26.11.2024;27.11.2024;103.370,00;40.305,25;114.280,00;428.137,00;56.822,25;3.146,75;-;266.405,50;121.424,25;241.278,25;22.583,25;37.616,25
27.11.2024;28.11.2024;102.949,75;41.511,50;84.294,25;543.569,25;61.229,75;3.294,25;-;257.475,00;112.053,75;216.281,00;25.115,00;33.190,25
28.11.2024;29.11.2024;103.978,75;40.024,50;85.049,25;735.383,50;34.457,25;3.206,75;-;232.288,50;108.706,00;225.257,25;15.223,25;26.961,50
29.11.2024;30.11.2024;106.174,75;43.283,25;67.418,25;155.148,00;62.157,25;3.313,50;-;282.467,00;144.724,25;288.600,75;30.180,25;36.181,25
30.11.2024;01.12.2024;105.827,00;39.209,50;104.581,75;350.587,75;109.063,50;3.336,25;-;273.568,25;95.348,50;175.593,00;18.800,50;30.842,75
01.12.2024;02.12.2024;104.912,00;37.173,00;78.626,75;318.086,75;74.638,25;3.249,25;-;276.988,00;67.843,75;160.013,75;14.442,25;31.201,50
02.12.2024;03.12.2024;105.023,75;39.099,50;107.704,75;446.115,50;29.315,00;3.245,50;-;266.555,50;107.804,50;254.694,25;29.842,50;31.766,75
03.12.2024;04.12.2024;105.587,75;45.040,00;99.792,50;303.756,75;36.936,75;3.138,75;-;296.466,50;135.962,00;320.458,00;24.991,75;31.738,25
04.12.2024;05.12.2024;107.244,00;48.485,25;40.576,00;135.297,25;36.173,75;3.228,00;-;303.315,00;145.581,00;356.797,50;42.971,00;33.412,75
05.12.2024;06.12.2024;105.057,25;40.807,00;95.801,00;538.355,00;60.282,25;3.257,50;-;265.755,00;106.604,75;230.742,00;16.345,50;31.080,50
06.12.2024;07.12.2024;105.378,25;40.783,50;88.846,50;686.607,00;25.480,00;3.294,75;-;216.849,75;88.376,25;169.162,75;39.453,75;30.407,00
07.12.2024;08.12.2024;102.548,25;40.621,75;113.562,25;548.063,50;18.726,25;3.387,75;-;190.419,50;53.896,25;127.986,75;8.979,75;29.465,75
08.12.2024;09.12.2024;102.542,25;39.240,00;114.817,50;308.970,25;33.497,25;3.379,50;-;224.984,25;48.950,75;164.748,00;25.602,50;31.298,50
09.12.2024;10.12.2024;99.859,50;38.766,25;139.769,75;599.982,00;12.305,50;3.292,75;-;218.891,00;95.405,00;216.429,75;19.945,75;30.113,25
10.12.2024;11.12.2024;99.898,50;46.688,00;64.791,75;352.366,75;12.939,75;3.250,25;-;259.435,50;127.681,25;326.077,25;28.939,75;32.948,75
11.12.2024;12.12.2024;102.187,25;54.496,00;19.665,75;38.671,75;12.986,25;3.296,50;-;270.984,00;145.705,50;415.848,00;44.699,75;38.644,00
12.12.2024;13.12.2024;104.197,00;52.078,50;19.784,25;15.052,50;15.430,75;3.232,25;-;268.865,75;146.537,25;416.866,00;44.634,75;38.215,00
13.12.2024;14.12.2024;104.476,50;47.358,50;25.919,00;120.411,00;26.561,75;3.319,75;-;247.449,00;154.133,00;390.848,00;39.180,50;33.839,50
14.12.2024;15.12.2024;103.571,75;36.007,25;109.907,75;410.271,00;20.081,25;3.352,50;-;241.249,75;123.122,50;182.102,25;13.844,50;28.237,75
15.12.2024;16.12.2024;100.498,00;33.530,75;76.324,25;826.461,00;24.157,25;3.239,00;-;115.295,75;101.717,25;121.385,75;10.885,75;28.352,25
16.12.2024;17.12.2024;101.643,00;33.902,75;58.547,50;976.938,25;25.287,75;3.165,25;-;135.885,00;125.846,25;157.042,50;23.722,50;33.216,25
17.12.2024;18.12.2024;105.385,00;35.327,25;106.062,50;537.609,50;27.160,00;3.275,25;-;242.992,50;122.692,00;224.707,75;33.856,50;33.429,50
18.12.2024;19.12.2024;104.485,00;33.815,25;106.677,75;819.207,25;32.798,50;3.228,75;-;111.658,50;54.618,50;159.088,00;20.169,25;28.567,50
19.12.2024;20.12.2024;105.349,50;34.418,50;112.733,00;900.563,75;19.794,75;3.256,50;-;84.805,25;72.714,75;136.565,25;29.626,00;27.105,25
20.12.2024;21.12.2024;106.905,00;37.122,75;124.784,50;735.492,00;39.862,50;3.347,25;-;112.742,25;84.610,25;157.493,75;41.576,00;26.661,75
21.12.2024;22.12.2024;104.203,00;34.530,25;124.076,00;885.489,50;30.222,75;3.265,25;-;76.342,50;55.052,00;87.361,75;19.139,25;25.011,75
22.12.2024;23.12.2024;103.227,25;38.299,00;123.282,25;687.032,00;21.552,75;3.183,25;-;96.649,00;35.067,75;83.086,00;32.696,75;30.698,50
23.12.2024;24.12.2024;103.718,50;41.779,75;110.258,50;650.691,75;31.522,25;3.228,75;-;149.125,00;51.878,75;127.472,50;17.981,00;27.082,75
24.12.2024;25.12.2024;105.165,75;39.686,50;64.909,50;240.549,25;33.799,25;3.316,50;-;238.115,00;82.752,00;148.949,50;26.658,50;32.454,25
25.12.2024;26.12.2024;103.822,00;38.830,00;59.712,75;151.024,75;48.980,50;3.258,00;-;253.361,00;76.651,25;129.829,75;13.682,25;33.359,75
26.12.2024;27.12.2024;104.432,00;38.273,25;26.821,00;76.459,00;52.246,75;3.203,00;-;263.196,75;113.177,75;184.142,00;16.703,75;34.341,00
27.12.2024;28.12.2024;103.628,25;39.413,50;2.941,25;46.422,00;61.205,75;3.249,25;-;262.041,75;127.732,00;276.928,25;33.337,75;34.722,50
28.12.2024;29.12.2024;104.735,50;38.594,25;22.347,75;31.442,25;61.088,50;3.295,00;-;267.978,50;126.707,00;265.150,50;20.830,25;33.305,00
29.12.2024;30.12.2024;103.246,50;35.856,25;97.298,25;257.394,50;39.719,00;3.266,75;-;248.342,50;107.777,25;219.174,00;13.292,25;32.362,25
30.12.2024;31.12.2024;103.210,50;36.087,50;61.186,75;534.347,25;22.927,50;3.206,75;-;202.778,75;127.162,25;240.093,50;23.337,25;30.649,00
31.12.2024;01.01.2025;102.963,25;36.333,00;69.337,25;529.023,25;49.085,25;3.132,75;-;168.489,25;82.801,00;211.986,50;18.785,00;31.683,25
